event_date_kst,user_pseudo_id,event_timestamp_kst,user_first_touch_timestamp_kst,event_name,key,string_value,int_value,geo_continent,geo_country,traffic_source_medium,traffic_source
2021-07-30,4d9cf92c7e8c0c03ac8c4c515eeb517787dd5c22,2021-07-30 20:13:05,2021-07-30 19:50:28,user_engagement,ga_session_id,,1627642227.0,Asia,South Korea,(none),(direct)
2021-07-30,4d9cf92c7e8c0c03ac8c4c515eeb517787dd5c22,2021-07-30 20:13:05,2021-07-30 19:50:28,user_engagement,page_location,https://datarian-kr.github.io/blog/,,Asia,South Korea,(none),(direct)
2021-07-30,4d9cf92c7e8c0c03ac8c4c515eeb517787dd5c22,2021-07-30 20:13:05,2021-07-30 19:50:28,user_engagement,page_referrer,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,4d9cf92c7e8c0c03ac8c4c515eeb517787dd5c22,2021-07-30 20:13:05,2021-07-30 19:50:28,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,4d9cf92c7e8c0c03ac8c4c515eeb517787dd5c22,2021-07-30 20:13:05,2021-07-30 19:50:28,user_engagement,page_title,Blog,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,session_engaged,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,first_visit,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,session_start,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,session_start,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,session_start,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,session_start,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,session_start,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,session_engaged,0,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,entrances,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:27:54,2021-07-30 17:27:54,page_view,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,percent_scrolled,,90.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,engagement_time_msec,,8369.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,session_engaged,0,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:08,2021-07-30 17:27:54,scroll,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,engagement_time_msec,,8780.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:11,2021-07-30 17:27:54,user_engagement,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,page_title,Blog,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,page_location,https://datarian-kr.github.io/blog/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:17,2021-07-30 17:27:54,page_view,page_referrer,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,engagement_time_msec,,25193.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,percent_scrolled,,90.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,page_title,Blog,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,page_referrer,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,scroll,page_location,https://datarian-kr.github.io/blog/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,engagement_time_msec,,4406.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,ignore_referrer,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,page_referrer,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,page_title,Blog,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,page_location,https://datarian-kr.github.io/blog/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:41,2021-07-30 17:27:54,user_engagement,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,page_view,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,link_classes,project-body,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,outbound,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,engagement_time_msec,,1981.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,link_domain,inflearn.com,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,link_url,https://www.inflearn.com/course/%EB%B0%B1%EB%AC%B8%EC%9D%B4%EB%B6%88%EC%97%AC%EC%9D%BC%ED%83%80-%EB%,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:28:47,2021-07-30 17:27:54,click,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,engagement_time_msec,,3556.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,link_url,https://www.inflearn.com/course/sql-%EC%A4%91%EA%B8%89-%EB%AC%B8%EC%A0%9C%ED%92%80%EC%9D%B4?inst=992,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,link_domain,inflearn.com,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,link_classes,project-body,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:29:35,2021-07-30 17:27:54,click,outbound,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,outbound,true,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,link_domain,inflearn.com,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,link_classes,project-body,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,link_url,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EB%B6%84%EC%84%9D-sql-%EC%8B%A4%EC%A0%8,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,engagement_time_msec,,3549.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:30:00,2021-07-30 17:27:54,click,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,ga_session_number,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,engagement_time_msec,,1412.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,engaged_session_event,,1.0,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,session_engaged,1,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,page_title,Datarian,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,page_location,https://datarian-kr.github.io/,,Asia,South Korea,(none),(direct)
2021-07-30,72e080f5609e3dd226c9eceb859435fb673a3c9f,2021-07-30 17:43:19,2021-07-30 17:27:54,user_engagement,ga_session_id,,1627633673.0,Asia,South Korea,(none),(direct)
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,ga_session_id,,1627603557.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,session_engaged,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,first_visit,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,session_start,ga_session_id,,1627603557.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,entrances,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,session_engaged,0,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,campaign,(organic),,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,ga_session_id,,1627603557.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,source,google,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,term,(not provided),,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,engaged_session_event,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:05:59,2021-07-30 9:05:59,page_view,medium,organic,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,page_referrer,https://www.google.com/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,page_title,데이터 분석을 위한 SQL 참고도서 추천,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,ga_session_number,,1.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,percent_scrolled,,90.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,medium,organic,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,campaign,(organic),,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,engagement_time_msec,,4062.0,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,page_location,https://datarian-kr.github.io/blog/book-sql/,,Asia,South Korea,organic,google
2021-07-30,3eee2be7cb408e1be9e2506a5457c0d400c7060a,2021-07-30 9:06:09,2021-07-30 9:05:59,scroll,session_engaged,0,,Asia,South Korea,organic,google
